Battle,Position,Enemy,Lvl,HP,XP,GP,Atk Mult,Hit%,Atk,Def Mult,Eva%,Def,MDef Mult,MEv%,MDef,Min Spd,Max Spd,Spell Power,Values set/checked by script ->,Script value 2,Script Value 3,Script Value 4
fabulgauntlet,darkelf_slot,Fighter,16,173,514,632,3,95,42,0,0,3,7,90,92,1,2,,,,,
fabulgauntlet,darkelf_slot,Weeper,12,266,201,253,3,80,28,0,0,3,99,99,254,11,11,183,,,,
fabulgauntlet,darkelf_slot,Imp Cap.,12,99,238,316,2,99,22,0,0,0,12,95,162,8,8,,,,,
fabulgauntlet,darkelf_slot,WaterHag,11,128,176,253,3,80,28,0,0,3,12,95,162,18,18,,,,,
fabulgauntlet,darkelf_slot,Gargoyle,16,426,401,632,3,95,42,0,0,3,99,100,255,11,11,,,,,
fabulgauntlet,darkimp_slot,General,16,102,636,15,5,70,56,0,0,0,0,0,0,18,21,,,,,
fabulgauntlet,darkimp_slot,Fighter,13,21,427,10,4,80,44,0,0,0,0,0,0,2,5,,,,,
fabulgauntlet,darkimp_slot,Weeper,10,32,167,4,3,80,28,0,0,0,0,0,0,18,21,154,,,,
fabulgauntlet,darkimp_slot,Imp Cap.,10,12,198,5,3,75,24,0,0,0,0,0,0,12,15,,,,,
fabulgauntlet,darkimp_slot,WaterHag,9,16,146,4,3,80,28,0,0,0,0,0,0,30,30,,,,,
fabulgauntlet,darkimp_slot,Gargoyle,13,51,334,10,4,80,44,0,0,0,0,0,0,18,21,,,,,
fabulgauntlet,dlunar_slot,General,99,7149,10913,0,11,85,144,3,30,4,10,80,54,30,30,,,,,
fabulgauntlet,dlunar_slot,Fighter,80,1453,7335,0,9,75,112,0,0,4,1,75,19,4,7,,,,,
fabulgauntlet,dlunar_slot,Weeper,60,2235,2863,0,6,70,72,3,80,4,10,80,50,30,30,255,,,,
fabulgauntlet,dlunar_slot,Imp Cap.,60,827,3399,0,5,80,60,0,0,0,8,50,34,20,23,,,,,
fabulgauntlet,dlunar_slot,WaterHag,53,1073,2505,0,6,70,72,2,70,3,8,50,34,41,44,,,,,
fabulgauntlet,dlunar_slot,Gargoyle,80,3575,5725,0,9,75,112,2,90,3,5,80,60,30,30,,,,,
fabulgauntlet,dmist_slot,General,10,80,77,22,2,90,16,0,0,5,7,80,31,5,5,,,,,
fabulgauntlet,dmist_slot,Fighter,8,17,52,15,2,85,13,0,0,5,0,0,5,1,2,,,,,
fabulgauntlet,dmist_slot,Weeper,6,25,21,6,1,60,8,0,0,5,3,80,28,5,5,96,,,,
fabulgauntlet,dmist_slot,Imp Cap.,6,10,24,8,1,60,6,0,0,0,5,60,19,4,4,,,,,
fabulgauntlet,dmist_slot,WaterHag,6,12,18,6,1,60,8,0,0,5,5,60,19,8,8,,,,,
fabulgauntlet,dmist_slot,Gargoyle,8,40,41,15,2,85,13,0,0,5,3,85,34,5,5,,,,,
fabulgauntlet,elements_slot,General,79,17703,11186,2176,10,80,128,2,35,3,3,60,4,89,89,,,,,
fabulgauntlet,elements_slot,Fighter,64,3596,7518,1404,8,80,100,0,0,3,0,0,1,15,18,,,,,
fabulgauntlet,elements_slot,Weeper,48,5532,2934,562,5,90,64,2,90,3,2,55,3,89,89,255,,,,
fabulgauntlet,elements_slot,Imp Cap.,48,2047,3484,702,10,80,54,0,0,0,2,40,2,65,65,,,,,
fabulgauntlet,elements_slot,WaterHag,43,2656,2568,562,5,90,64,1,80,2,2,40,2,111,111,,,,,
fabulgauntlet,elements_slot,Gargoyle,64,8852,5868,1404,8,80,100,2,90,3,3,60,4,89,89,,,,,
fabulgauntlet,evilwall_slot,General,37,3235,2510,871,6,90,84,1,35,2,7,80,29,66,66,,,,,
fabulgauntlet,evilwall_slot,Fighter,30,657,1687,562,5,90,66,0,0,2,0,0,5,11,14,,,,,
fabulgauntlet,evilwall_slot,Weeper,23,1011,659,225,3,95,42,1,80,2,6,80,27,66,66,255,,,,
fabulgauntlet,evilwall_slot,Imp Cap.,23,374,782,281,3,90,36,0,0,0,5,60,19,43,46,,,,,
fabulgauntlet,evilwall_slot,WaterHag,20,486,577,225,3,95,42,1,80,2,5,60,19,111,111,,,,,
fabulgauntlet,evilwall_slot,Gargoyle,30,1618,1317,562,5,90,66,1,80,2,3,85,32,66,66,,,,,
fabulgauntlet,fabulgauntlet_slot,General,15,320,610,155,3,90,36,2,20,2,3,60,11,6,9,,,,,
fabulgauntlet,fabulgauntlet_slot,Fighter,12,65,410,100,3,80,28,0,0,2,0,0,4,1,2,,,,,
fabulgauntlet,fabulgauntlet_slot,Weeper,9,100,160,40,2,95,18,1,55,2,2,60,10,6,9,144,,,,
fabulgauntlet,fabulgauntlet_slot,Imp Cap.,9,37,190,50,2,90,15,0,0,0,2,40,7,4,7,,,,,
fabulgauntlet,fabulgauntlet_slot,WaterHag,8,48,140,40,2,95,18,1,45,2,2,40,7,10,13,,,,,
fabulgauntlet,fabulgauntlet_slot,Gargoyle,12,160,320,100,3,80,28,1,80,2,2,60,12,6,9,,,,,
fabulgauntlet,golbez_slot,General,31,511,2183,1197,5,99,68,0,0,0,0,0,0,27,27,,,,,
fabulgauntlet,golbez_slot,Fighter,25,104,1467,772,4,99,52,0,0,0,0,0,0,3,6,,,,,
fabulgauntlet,golbez_slot,Weeper,19,160,573,309,3,85,34,0,0,0,0,0,0,27,27,255,,,,
fabulgauntlet,golbez_slot,Imp Cap.,19,60,680,386,3,80,28,0,0,0,0,0,0,18,21,,,,,
fabulgauntlet,golbez_slot,WaterHag,17,77,501,309,3,85,34,0,0,0,0,0,0,38,38,,,,,
fabulgauntlet,golbez_slot,Gargoyle,25,256,1145,772,4,99,52,0,0,0,0,0,0,27,27,,,,,
fabulgauntlet,guard_slot,General,18,69,158,109,3,99,46,1,90,1,3,40,14,11,14,,,,,
fabulgauntlet,guard_slot,Fighter,15,14,106,71,3,90,36,0,0,1,0,0,5,1,3,,,,,
fabulgauntlet,guard_slot,Weeper,11,22,42,29,2,99,22,1,90,1,2,40,11,11,14,173,,,,
fabulgauntlet,guard_slot,Imp Cap.,11,8,49,36,2,95,19,0,0,0,2,40,9,8,11,,,,,
fabulgauntlet,guard_slot,WaterHag,10,11,37,29,2,99,22,1,90,1,2,40,9,18,21,,,,,
fabulgauntlet,guard_slot,Gargoyle,15,35,83,71,3,90,36,1,90,1,3,40,14,11,14,,,,,
fabulgauntlet,kainazzo_slot,General,16,681,601,436,3,99,44,2,50,2,10,50,48,15,15,,,,,
fabulgauntlet,kainazzo_slot,Fighter,13,139,404,281,3,85,34,0,0,2,4,40,18,2,4,,,,,
fabulgauntlet,kainazzo_slot,Weeper,10,213,158,113,2,99,22,1,80,2,9,50,44,15,15,154,,,,
fabulgauntlet,kainazzo_slot,Imp Cap.,10,79,187,141,2,95,18,0,0,0,7,50,30,9,12,,,,,
fabulgauntlet,kainazzo_slot,WaterHag,9,103,138,113,2,99,22,1,80,2,7,50,30,19,22,,,,,
fabulgauntlet,kainazzo_slot,Gargoyle,13,341,315,281,3,85,34,1,80,2,10,50,52,15,15,,,,,
fabulgauntlet,karate_slot,General,31,681,0,0,6,99,86,0,0,0,0,0,0,4,7,,,,,
fabulgauntlet,karate_slot,Fighter,25,139,0,0,5,90,66,0,0,0,0,0,0,1,2,,,,,
fabulgauntlet,karate_slot,Weeper,19,213,0,0,3,99,44,0,0,0,0,0,0,4,7,255,,,,
fabulgauntlet,karate_slot,Imp Cap.,19,79,0,0,3,90,36,0,0,0,0,0,0,3,6,,,,,
fabulgauntlet,karate_slot,WaterHag,17,103,0,0,3,99,44,0,0,0,0,0,0,7,10,,,,,
fabulgauntlet,karate_slot,Gargoyle,25,341,0,0,5,90,66,0,0,0,0,0,0,4,7,,,,,
fabulgauntlet,kingqueen_slot,General,15,1022,0,0,9,85,116,0,0,0,0,0,0,53,53,,,,,
fabulgauntlet,kingqueen_slot,Fighter,12,208,0,0,7,80,90,0,0,0,0,0,0,9,12,,,,,
fabulgauntlet,kingqueen_slot,Weeper,9,320,0,0,5,70,58,0,0,0,0,0,0,53,53,144,,,,
fabulgauntlet,kingqueen_slot,Imp Cap.,9,119,0,0,4,90,48,0,0,0,0,0,0,36,39,,,,,
fabulgauntlet,kingqueen_slot,WaterHag,8,154,0,0,5,70,58,0,0,0,0,0,0,89,89,,,,,
fabulgauntlet,kingqueen_slot,Gargoyle,12,511,0,0,7,80,90,0,0,0,0,0,0,53,53,,,,,
fabulgauntlet,leviatan_slot,General,79,5958,3056,0,13,99,174,0,0,5,10,80,47,53,53,,,,,
fabulgauntlet,leviatan_slot,Fighter,64,1211,2054,0,10,99,136,0,0,5,4,40,18,9,12,,,,,
fabulgauntlet,leviatan_slot,Weeper,48,1862,802,0,6,99,86,0,0,5,9,80,43,53,53,255,,,,
fabulgauntlet,leviatan_slot,Imp Cap.,48,689,952,0,6,70,72,0,0,0,7,50,30,36,39,,,,,
fabulgauntlet,leviatan_slot,WaterHag,43,894,702,0,6,99,86,0,0,5,7,50,30,89,89,,,,,
fabulgauntlet,leviatan_slot,Gargoyle,64,2979,1603,0,10,99,136,0,0,5,10,80,50,53,53,,,,,
fabulgauntlet,lugae_slot,General,25,3225,2840,1197,6,99,86,1,50,1,0,0,0,27,27,,,,,
fabulgauntlet,lugae_slot,Fighter,20,655,1909,772,5,90,66,0,0,1,0,0,0,3,6,,,,,
fabulgauntlet,lugae_slot,Weeper,15,1008,745,309,3,99,44,1,90,1,0,0,0,27,27,240,,,,
fabulgauntlet,lugae_slot,Imp Cap.,15,373,885,386,3,90,36,0,0,0,0,0,0,18,21,,,,,
fabulgauntlet,lugae_slot,WaterHag,14,484,652,309,3,99,44,1,90,1,0,0,0,38,38,,,,,
fabulgauntlet,lugae_slot,Gargoyle,20,1613,1490,772,5,90,66,1,90,1,0,0,0,27,27,,,,,
fabulgauntlet,magus_slot,General,16,1532,983,979,5,80,60,1,45,2,3,60,11,7,7,,,,,
fabulgauntlet,magus_slot,Fighter,13,312,661,632,4,80,46,0,0,2,0,0,4,1,2,,,,,
fabulgauntlet,magus_slot,Weeper,10,479,258,253,3,80,30,1,80,2,2,60,10,7,7,154,,,,
fabulgauntlet,magus_slot,Imp Cap.,10,178,306,316,3,75,24,0,0,0,2,40,7,5,5,,,,,
fabulgauntlet,magus_slot,WaterHag,9,230,226,253,3,80,30,1,80,2,2,40,7,11,11,,,,,
fabulgauntlet,magus_slot,Gargoyle,13,766,516,632,4,80,46,1,80,2,2,60,12,7,7,,,,,
fabulgauntlet,milon_slot,General,15,474,415,359,1,75,19,1,35,2,0,0,0,8,8,,,,,
fabulgauntlet,milon_slot,Fighter,12,97,279,232,3,60,15,0,0,2,0,0,0,1,2,,,,,
fabulgauntlet,milon_slot,Weeper,9,148,109,93,1,60,10,1,80,2,0,0,0,8,8,144,,,,
fabulgauntlet,milon_slot,Imp Cap.,9,55,130,116,1,60,8,0,0,0,0,0,0,5,5,,,,,
fabulgauntlet,milon_slot,WaterHag,8,71,96,93,1,60,10,1,80,2,0,0,0,11,11,,,,,
fabulgauntlet,milon_slot,Gargoyle,12,237,218,232,3,60,15,1,80,2,0,0,0,8,8,,,,,
fabulgauntlet,milonz_slot,General,15,511,437,327,3,99,44,1,60,1,6,40,22,9,9,,,,,
fabulgauntlet,milonz_slot,Fighter,12,104,294,211,3,85,34,0,0,1,0,0,5,1,2,,,,,
fabulgauntlet,milonz_slot,Weeper,9,160,115,85,2,99,22,1,90,1,5,40,20,9,9,144,,,,
fabulgauntlet,milonz_slot,Imp Cap.,9,60,136,106,2,95,18,0,0,0,4,40,14,7,7,,,,,
fabulgauntlet,milonz_slot,WaterHag,8,77,101,85,2,99,22,1,90,1,4,40,14,15,15,,,,,
fabulgauntlet,milonz_slot,Gargoyle,12,256,229,211,3,85,34,1,90,1,6,40,24,9,9,,,,,
fabulgauntlet,mirrorcecil_slot,General,17,171,0,0,3,99,46,0,0,0,3,60,11,5,5,,,,,
fabulgauntlet,mirrorcecil_slot,Fighter,14,35,0,0,3,90,36,0,0,0,0,0,4,1,2,,,,,
fabulgauntlet,mirrorcecil_slot,Weeper,11,54,0,0,2,99,22,0,0,0,2,60,10,5,5,164,,,,
fabulgauntlet,mirrorcecil_slot,Imp Cap.,11,20,0,0,2,95,19,0,0,0,2,40,7,4,4,,,,,
fabulgauntlet,mirrorcecil_slot,WaterHag,10,26,0,0,2,99,22,0,0,0,2,40,7,8,8,,,,,
fabulgauntlet,mirrorcecil_slot,Gargoyle,14,86,0,0,3,90,36,0,0,0,2,60,12,5,5,,,,,
fabulgauntlet,mombomb_slot,General,15,213,476,191,3,80,30,0,0,0,1,40,9,7,7,,,,,
fabulgauntlet,mombomb_slot,Fighter,12,44,320,124,3,75,24,0,0,0,0,0,3,1,2,,,,,
fabulgauntlet,mombomb_slot,Weeper,9,67,125,50,2,90,15,0,0,0,1,40,9,7,7,144,,,,
fabulgauntlet,mombomb_slot,Imp Cap.,9,25,149,62,2,85,13,0,0,0,1,30,5,5,5,,,,,
fabulgauntlet,mombomb_slot,WaterHag,8,32,110,50,2,90,15,0,0,0,1,30,5,11,11,,,,,
fabulgauntlet,mombomb_slot,Gargoyle,12,107,250,124,3,75,24,0,0,0,1,40,9,7,7,,,,,
fabulgauntlet,octomamm_slot,General,10,400,131,55,2,99,22,0,0,0,6,60,25,31,31,,,,,
fabulgauntlet,octomamm_slot,Fighter,8,82,89,36,2,90,16,0,0,0,0,0,5,4,7,,,,,
fabulgauntlet,octomamm_slot,Weeper,6,125,35,15,2,85,11,0,0,0,6,60,23,31,31,96,,,,
fabulgauntlet,octomamm_slot,Imp Cap.,6,47,41,18,2,85,11,0,0,0,4,40,16,21,24,,,,,
fabulgauntlet,octomamm_slot,WaterHag,6,60,31,15,2,85,11,0,0,0,4,40,16,53,53,,,,,
fabulgauntlet,octomamm_slot,Gargoyle,8,200,69,36,2,90,16,0,0,0,3,80,28,31,31,,,,,
fabulgauntlet,odin_slot,General,53,3490,1965,0,9,85,116,2,90,3,7,50,32,43,46,,,,,
fabulgauntlet,odin_slot,Fighter,43,709,1321,0,7,80,90,0,0,3,0,0,5,7,10,,,,,
fabulgauntlet,odin_slot,Weeper,32,1091,516,0,5,70,58,2,90,3,7,50,30,43,46,255,,,,
fabulgauntlet,odin_slot,Imp Cap.,32,404,612,0,4,90,48,0,0,0,5,40,20,29,32,,,,,
fabulgauntlet,odin_slot,WaterHag,29,524,451,0,5,70,58,2,90,3,5,40,20,69,69,,,,,
fabulgauntlet,odin_slot,Gargoyle,43,1745,1031,0,7,80,90,2,90,3,8,50,34,43,46,,,,,
fabulgauntlet,officer_slot,General,11,52,97,27,3,75,26,1,65,2,2,60,12,2,4,,,,,
fabulgauntlet,officer_slot,Fighter,9,11,65,18,4,60,19,0,0,2,0,0,4,1,2,,,,,
fabulgauntlet,officer_slot,Weeper,7,17,26,7,2,85,13,1,80,2,1,60,10,2,4,106,,,,
fabulgauntlet,officer_slot,Imp Cap.,7,6,30,9,2,85,11,0,0,0,1,40,7,1,3,,,,,
fabulgauntlet,officer_slot,WaterHag,6,8,23,7,2,85,13,1,80,2,1,40,7,3,6,,,,,
fabulgauntlet,officer_slot,Gargoyle,9,26,51,18,4,60,19,1,80,2,2,60,12,2,4,,,,,
fabulgauntlet,ogopogo_slot,General,62,6298,6668,0,11,99,150,4,55,4,9,50,40,38,38,,,,,
fabulgauntlet,ogopogo_slot,Fighter,50,1280,4482,0,9,85,116,0,0,4,3,40,14,6,9,,,,,
fabulgauntlet,ogopogo_slot,Weeper,38,1969,1749,0,6,80,76,2,90,3,8,50,36,38,38,255,,,,
fabulgauntlet,ogopogo_slot,Imp Cap.,38,729,2077,0,5,90,64,0,0,0,6,40,24,26,29,,,,,
fabulgauntlet,ogopogo_slot,WaterHag,34,945,1531,0,6,80,76,2,90,3,6,40,24,65,65,,,,,
fabulgauntlet,ogopogo_slot,Gargoyle,50,3149,3498,0,9,85,116,2,90,3,9,50,44,38,38,,,,,
fabulgauntlet,paledim_slot,General,98,4647,6439,0,11,85,144,5,40,5,10,50,48,40,43,,,,,
fabulgauntlet,paledim_slot,Fighter,79,944,4328,0,9,75,112,0,0,5,4,40,18,7,10,,,,,
fabulgauntlet,paledim_slot,Weeper,59,1453,1689,0,6,70,72,2,90,3,9,50,44,40,43,255,,,,
fabulgauntlet,paledim_slot,Imp Cap.,59,538,2006,0,5,80,60,0,0,0,7,50,30,27,30,,,,,
fabulgauntlet,paledim_slot,WaterHag,53,698,1478,0,6,70,72,2,90,3,7,50,30,65,65,,,,,
fabulgauntlet,paledim_slot,Gargoyle,79,2324,3378,0,9,75,112,2,90,3,10,50,52,40,43,,,,,
fabulgauntlet,plague_slot,General,96,4766,3405,60,11,90,146,4,50,5,7,50,32,29,32,,,,,
fabulgauntlet,plague_slot,Fighter,77,969,2289,39,9,80,114,0,0,5,0,0,5,4,7,,,,,
fabulgauntlet,plague_slot,Weeper,58,1490,894,16,6,70,72,2,90,3,7,50,30,29,32,255,,,,
fabulgauntlet,plague_slot,Imp Cap.,58,552,1061,20,5,80,60,0,0,0,5,40,20,20,23,,,,,
fabulgauntlet,plague_slot,WaterHag,52,715,782,16,6,70,72,2,90,3,5,40,20,43,46,,,,,
fabulgauntlet,plague_slot,Gargoyle,77,2383,1787,39,9,80,114,2,90,3,8,50,34,29,32,,,,,
fabulgauntlet,rubicant_slot,General,50,4290,2729,762,7,80,88,1,90,1,8,80,37,38,38,,,,,
fabulgauntlet,rubicant_slot,Fighter,40,872,1834,492,6,70,72,0,0,1,3,40,14,6,9,,,,,
fabulgauntlet,rubicant_slot,Weeper,30,1341,716,197,4,80,44,1,90,1,7,80,33,38,38,255,,,,
fabulgauntlet,rubicant_slot,Imp Cap.,30,496,850,246,3,90,36,0,0,0,6,60,23,26,29,,,,,
fabulgauntlet,rubicant_slot,WaterHag,27,644,627,197,4,80,44,1,90,1,6,60,23,65,65,,,,,
fabulgauntlet,rubicant_slot,Gargoyle,40,2145,1432,492,6,70,72,1,90,1,4,70,40,38,38,,,,,
fabulgauntlet,valvalis_slot,General,36,1022,1037,599,5,99,70,0,0,0,3,40,12,18,18,,,,,
fabulgauntlet,valvalis_slot,Fighter,29,208,697,386,4,99,54,0,0,0,0,0,4,2,4,,,,,
fabulgauntlet,valvalis_slot,Weeper,22,320,272,155,3,90,36,0,0,0,2,40,11,18,18,255,,,,
fabulgauntlet,valvalis_slot,Imp Cap.,22,119,323,193,3,80,30,0,0,0,2,40,7,11,14,,,,,
fabulgauntlet,valvalis_slot,WaterHag,20,154,238,155,3,90,36,0,0,0,2,40,7,30,30,,,,,
fabulgauntlet,valvalis_slot,Gargoyle,29,511,544,386,4,99,54,0,0,0,3,40,14,18,18,,,,,
fabulgauntlet,wyvern_slot,General,99,4256,7017,0,12,90,160,4,80,5,10,50,52,43,46,,,,,
fabulgauntlet,wyvern_slot,Fighter,80,865,4717,0,10,75,126,0,0,5,1,75,19,7,10,,,,,
fabulgauntlet,wyvern_slot,Weeper,60,1330,1841,0,6,90,80,2,90,3,10,50,48,43,46,255,,,,
fabulgauntlet,wyvern_slot,Imp Cap.,60,493,2186,0,5,90,66,0,0,0,7,50,32,29,32,,,,,
fabulgauntlet,wyvern_slot,WaterHag,53,639,1611,0,6,90,80,2,90,3,7,50,32,69,69,,,,,
fabulgauntlet,wyvern_slot,Gargoyle,80,2128,3681,0,10,75,126,2,90,3,5,70,56,43,46,,,,,
golbez,antlion_slot,Golbez,2,20000,1125,728,2,85,11,0,0,2,2,60,8,5,5,1,scriptHP: 19000,,,
golbez,antlion_slot,Shadow,1,1,375,73,2,85,13,0,0,0,1,25,2,11,11,2,,,,
golbez,asura_slot,Golbez,63,41993,15000,0,10,99,134,0,0,0,8,80,37,66,66,69,scriptHP: 19000,,,
golbez,asura_slot,Shadow,15,8,5000,0,13,90,170,0,0,0,2,40,9,111,111,255,,,,
golbez,bahamut_slot,Golbez,47,55988,26250,0,13,99,174,0,0,1,1,60,8,27,27,17,scriptHP: 19000,,,
golbez,bahamut_slot,Shadow,11,13,8750,0,13,99,174,0,0,0,0,0,2,66,66,255,,,,
golbez,baigan_slot,Golbez,9,23199,3615,2728,4,99,52,0,0,0,3,60,11,8,8,9,scriptHP: 19000,,,
golbez,baigan_slot,Shadow,3,2,1205,273,5,90,66,0,0,0,1,25,2,17,20,255,,,,
golbez,calbrena_slot,Golbez,47,27522,15750,7273,7,99,96,1,80,2,6,60,25,11,11,41,scriptHP: 19000,,,
golbez,calbrena_slot,Shadow,11,3,5250,728,9,99,122,0,0,0,1,30,5,27,27,255,,,,
golbez,cpu_slot,Golbez,48,42993,112500,9394,13,99,174,4,45,4,8,50,38,38,38,127,scriptHP: 19000,,,
golbez,cpu_slot,Shadow,11,8,37500,940,13,99,174,0,0,1,2,40,9,89,89,255,,,,
golbez,darkelf_slot,Golbez,19,23999,5250,8182,4,99,54,0,0,3,99,99,254,11,11,15,scriptHP: 19000,,,
golbez,darkelf_slot,Shadow,5,2,1750,819,5,99,68,0,0,1,10,50,52,27,27,255,,,,
golbez,darkimp_slot,Golbez,16,19597,4365,123,5,70,56,0,0,0,0,0,0,18,21,1,scriptHP: 19000,,,
golbez,darkimp_slot,Shadow,4,1,1455,13,6,70,72,0,0,0,0,0,0,43,46,16,,,,
golbez,dlunar_slot,Golbez,99,60987,75000,0,11,85,144,3,30,4,10,80,54,30,30,36,scriptHP: 19000,,,
golbez,dlunar_slot,Shadow,23,14,25000,0,13,99,174,0,0,1,3,40,12,69,69,255,,,,
golbez,dmist_slot,Golbez,10,19465,525,182,2,90,16,0,0,5,7,80,31,5,5,10,scriptHP: 19000,,,
golbez,dmist_slot,Shadow,3,1,175,19,2,99,20,0,0,1,2,40,7,11,11,255,,,,
golbez,elements_slot,Golbez,79,65000,76875,18182,10,80,128,2,35,3,3,60,4,89,89,15,scriptHP: 19000,,,
golbez,elements_slot,Shadow,18,35,25625,1819,12,95,162,0,0,1,1,30,1,111,111,255,,,,
golbez,evilwall_slot,Golbez,37,37994,17250,7273,6,90,84,1,35,2,7,80,29,66,66,79,scriptHP: 19000,,,
golbez,evilwall_slot,Shadow,9,7,5750,728,8,90,106,0,0,0,2,40,7,111,111,255,,,,
golbez,fabulgauntlet_slot,Golbez,15,20880,4193,1296,3,90,36,2,20,2,3,60,11,6,9,1,scriptHP: 19000,,,
golbez,fabulgauntlet_slot,Shadow,4,1,1398,130,4,80,46,0,0,0,1,25,2,15,18,15,,,,
golbez,golbez_slot,Golbez,31,22001,15000,10000,5,99,68,0,0,0,0,0,0,27,27,1,scriptHP: 19000,,,
golbez,golbez_slot,Shadow,7,1,5000,1000,6,99,86,0,0,0,0,0,0,66,66,31,,,,
golbez,guard_slot,Golbez,18,19400,1080,910,3,99,46,1,90,1,3,40,14,11,14,26,scriptHP: 19000,,,
golbez,guard_slot,Shadow,5,1,360,91,5,70,58,0,0,0,0,0,3,27,30,255,,,,
golbez,kainazzo_slot,Golbez,16,22999,4125,3637,3,99,44,2,50,2,10,50,48,15,15,29,scriptHP: 19000,,,
golbez,kainazzo_slot,Shadow,4,2,1375,364,4,99,54,0,0,0,2,40,11,38,38,255,,,,
golbez,karate_slot,Golbez,31,22999,0,0,6,99,86,0,0,0,0,0,0,4,7,1,scriptHP: 19000,,,
golbez,karate_slot,Shadow,7,2,0,0,8,99,108,0,0,0,0,0,0,10,13,31,,,,
golbez,kingqueen_slot,Golbez,15,24999,0,0,9,85,116,0,0,0,0,0,0,53,53,1,scriptHP: 19000,,,
golbez,kingqueen_slot,Shadow,4,2,0,0,11,90,146,0,0,0,0,0,0,111,111,15,,,,
golbez,leviatan_slot,Golbez,79,53989,21000,0,13,99,174,0,0,5,10,80,47,53,53,34,scriptHP: 19000,,,
golbez,leviatan_slot,Shadow,18,12,7000,0,13,99,174,0,0,1,2,40,11,111,111,255,,,,
golbez,lugae_slot,Golbez,25,37937,19515,10000,6,99,86,1,50,1,0,0,0,27,27,7,scriptHP: 19000,,,
golbez,lugae_slot,Shadow,6,7,6505,1000,8,99,108,0,0,0,0,0,0,66,66,217,,,,
golbez,magus_slot,Golbez,16,27998,6750,8182,5,80,60,1,45,2,3,60,11,7,7,11,scriptHP: 19000,,,
golbez,magus_slot,Shadow,4,3,2250,819,6,80,76,0,0,0,1,25,2,18,18,255,,,,
golbez,milon_slot,Golbez,15,21780,2850,3000,1,75,19,1,35,2,0,0,0,8,8,14,scriptHP: 19000,,,
golbez,milon_slot,Shadow,4,1,950,300,3,75,24,0,0,0,0,0,0,17,20,255,,,,
golbez,milonz_slot,Golbez,15,22000,3000,2728,3,99,44,1,60,1,6,40,22,9,9,31,scriptHP: 19000,,,
golbez,milonz_slot,Shadow,4,1,1000,273,4,99,54,0,0,0,0,0,5,19,22,255,,,,
golbez,mirrorcecil_slot,Golbez,17,20000,0,0,3,99,46,0,0,0,3,60,11,5,5,1,scriptHP: 19000,,,
golbez,mirrorcecil_slot,Shadow,4,1,0,0,5,70,58,0,0,0,1,25,2,11,11,17,,,,
golbez,mombomb_slot,Golbez,15,20250,3270,1596,3,80,30,0,0,0,1,40,9,7,7,5,scriptHP: 19000,,,
golbez,mombomb_slot,Shadow,4,1,1090,160,3,90,38,0,0,0,0,0,2,18,18,155,,,,
golbez,octomamm_slot,Golbez,10,21350,900,455,2,99,22,0,0,0,6,60,25,31,31,1,scriptHP: 19000,,,
golbez,octomamm_slot,Shadow,3,1,300,46,3,80,28,0,0,0,1,30,5,69,69,10,,,,
golbez,odin_slot,Golbez,53,39494,13500,0,9,85,116,2,90,3,7,50,32,43,46,95,scriptHP: 19000,,,
golbez,odin_slot,Shadow,12,7,4500,0,11,90,146,1,30,1,2,40,7,111,111,255,,,,
golbez,officer_slot,Golbez,11,19302,660,223,3,75,26,1,65,2,2,60,12,2,4,1,scriptHP: 19000,,,
golbez,officer_slot,Shadow,3,1,220,23,3,85,32,0,0,0,2,15,3,5,8,11,,,,
golbez,ogopogo_slot,Golbez,62,55988,45825,0,11,99,150,4,55,4,9,50,40,38,38,127,scriptHP: 19000,,,
golbez,ogopogo_slot,Shadow,14,13,15275,0,13,99,174,1,30,1,2,40,9,89,89,255,,,,
golbez,paledim_slot,Golbez,98,46291,44250,0,11,85,144,5,40,5,10,50,48,40,43,31,scriptHP: 19000,,,
golbez,paledim_slot,Shadow,23,10,14750,0,13,99,174,0,0,1,2,40,11,111,111,255,,,,
golbez,plague_slot,Golbez,96,46991,23400,500,11,90,146,4,50,5,7,50,32,29,32,4,scriptHP: 19000,,,
golbez,plague_slot,Shadow,22,10,7800,50,13,99,174,1,30,1,2,40,7,69,69,96,,,,
golbez,rubicant_slot,Golbez,50,44192,18750,6364,7,80,88,1,90,1,8,80,37,38,38,16,scriptHP: 19000,,,
golbez,rubicant_slot,Shadow,12,9,6250,637,9,75,112,0,0,0,2,40,9,89,89,255,,,,
golbez,valvalis_slot,Golbez,36,24999,7125,5000,5,99,70,0,0,0,3,40,12,18,18,63,scriptHP: 19000,,,
golbez,valvalis_slot,Shadow,9,2,2375,500,6,99,86,0,0,0,0,0,3,41,44,255,,,,
golbez,wyvern_slot,Golbez,99,43992,48225,0,12,90,160,4,80,5,10,50,52,43,46,8,scriptHP: 19000,,,
golbez,wyvern_slot,Shadow,23,9,16075,0,13,99,174,1,30,1,2,40,11,111,111,248,,,,
guard,antlion_slot,Guard,2,500,750,400,2,85,11,0,0,2,2,60,8,5,5,3,,,,
guard,asura_slot,Guard,63,11500,10000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
guard,bahamut_slot,Guard,47,18500,17500,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
guard,baigan_slot,Guard,9,2100,2410,1500,4,99,52,0,0,0,3,60,11,8,8,9,,,,
